patch_id,s1_name,split,tile,row,col,labels
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_19,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_19,validation,T35ULA,43,19,Arable land|Complex cultivation patterns|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_20,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_20,validation,T35ULA,43,20,Arable land|Broad-leaved forest|Complex cultivation patterns|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_21,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_21,validation,T35ULA,43,21,Complex cultivation patterns|Mixed forest|Pastures|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_22,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_22,validation,T35ULA,43,22,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_23,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_23,test,T35ULA,43,23,"Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_24,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_24,test,T35ULA,43,24,"Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_25,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_25,test,T35ULA,43,25,Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_26,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_26,test,T35ULA,43,26,Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_27,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_27,test,T35ULA,43,27,"Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_28,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_28,test,T35ULA,43,28,"Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_29,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_29,test,T35ULA,43,29,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_30,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_30,test,T35ULA,43,30,Arable land|Complex cultivation patterns
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_31,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_31,test,T35ULA,43,31,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_32,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_32,test,T35ULA,43,32,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_33,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_33,test,T35ULA,43,33,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_34,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_34,test,T35ULA,43,34,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_35,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_35,test,T35ULA,43,35,"Arable land|Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_36,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_43_36,test,T35ULA,43,36,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_37,S1B_IW_GRDH_1SDV_20170807T044243_35ULA_43_37,test,T35ULA,43,37,"Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_38,S1B_IW_GRDH_1SDV_20170807T044243_35ULA_43_38,test,T35ULA,43,38,"Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_39,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_39,test,T35ULA,43,39,"Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_40,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_40,test,T35ULA,43,40,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_41,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_41,test,T35ULA,43,41,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_42,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_42,test,T35ULA,43,42,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_43,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_43,test,T35ULA,43,43,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_44,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_44,test,T35ULA,43,44,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_45,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_45,test,T35ULA,43,45,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_46,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_46,test,T35ULA,43,46,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_47,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_47,test,T35ULA,43,47,"Arable land|Complex cultivation patterns|Inland wetlands|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_48,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_48,test,T35ULA,43,48,"Complex cultivation patterns|Coniferous forest|Inland waters|Inland wetlands|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_49,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_49,test,T35ULA,43,49,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_50,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_50,test,T35ULA,43,50,"Arable land|Complex cultivation patterns|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_51,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_51,test,T35ULA,43,51,"Complex cultivation patterns|Coniferous forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_52,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_52,test,T35ULA,43,52,"Arable land|Coniferous forest|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_53,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_53,test,T35ULA,43,53,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_54,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_54,test,T35ULA,43,54,"Arable land|Broad-leaved forest|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_55,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_55,test,T35ULA,43,55,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_56,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_56,test,T35ULA,43,56,Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_57,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_57,test,T35ULA,43,57,"Complex cultivation patterns|Coniferous forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_58,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_58,test,T35ULA,43,58,"Coniferous forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_59,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_59,test,T35ULA,43,59,"Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_60,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_60,test,T35ULA,43,60,"Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_61,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_61,test,T35ULA,43,61,"Coniferous forest|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_62,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_62,test,T35ULA,43,62,"Coniferous forest|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_63,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_63,test,T35ULA,43,63,Coniferous forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_64,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_64,test,T35ULA,43,64,"Coniferous forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_65,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_65,test,T35ULA,43,65,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_66,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_66,test,T35ULA,43,66,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_67,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_67,test,T35ULA,43,67,Arable land|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_68,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_68,test,T35ULA,43,68,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_69,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_69,validation,T35ULA,43,69,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_70,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_70,validation,T35ULA,43,70,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_71,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_71,validation,T35ULA,43,71,"Broad-leaved forest|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_72,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_72,validation,T35ULA,43,72,"Broad-leaved forest|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_73,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_73,validation,T35ULA,43,73,Coniferous forest|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_74,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_74,validation,T35ULA,43,74,Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_75,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_75,validation,T35ULA,43,75,"Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_76,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_76,validation,T35ULA,43,76,"Arable land|Complex cultivation patterns|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_77,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_77,validation,T35ULA,43,77,"Arable land|Complex cultivation patterns|Industrial or commercial units|Mixed forest|Pastures|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_78,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_78,train,T35ULA,43,78,Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_79,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_79,train,T35ULA,43,79,"Arable land|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_81,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_81,train,T35ULA,43,81,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_82,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_82,train,T35ULA,43,82,Arable land|Complex cultivation patterns|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_83,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_83,train,T35ULA,43,83,Arable land|Complex cultivation patterns|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_84,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_84,train,T35ULA,43,84,Arable land|Complex cultivation patterns|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_85,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_85,train,T35ULA,43,85,Arable land|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_86,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_86,train,T35ULA,43,86,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_87,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_87,train,T35ULA,43,87,Arable land|Complex cultivation patterns|Coniferous forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_88,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_88,train,T35ULA,43,88,"Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_89,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_89,train,T35ULA,43,89,"Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_90,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_90,train,T35ULA,43,90,Coniferous forest|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_00,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_0,train,T35ULA,44,0,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_01,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_1,train,T35ULA,44,1,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_02,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_2,train,T35ULA,44,2,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_03,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_3,train,T35ULA,44,3,"Arable land|Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_04,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_4,train,T35ULA,44,4,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_05,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_5,train,T35ULA,44,5,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_06,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_6,train,T35ULA,44,6,"Arable land|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_07,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_7,train,T35ULA,44,7,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_08,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_8,train,T35ULA,44,8,"Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_09,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_9,train,T35ULA,44,9,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_10,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_10,train,T35ULA,44,10,Arable land|Complex cultivation patterns|Pastures|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_11,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_11,train,T35ULA,44,11,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_12,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_12,train,T35ULA,44,12,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_13,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_13,validation,T35ULA,44,13,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_14,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_14,validation,T35ULA,44,14,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_15,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_15,validation,T35ULA,44,15,Broad-leaved forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_16,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_16,validation,T35ULA,44,16,Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_17,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_17,validation,T35ULA,44,17,Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_18,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_18,validation,T35ULA,44,18,Arable land|Complex cultivation patterns|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_19,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_19,validation,T35ULA,44,19,Arable land|Broad-leaved forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_20,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_20,validation,T35ULA,44,20,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_21,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_21,validation,T35ULA,44,21,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_22,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_22,validation,T35ULA,44,22,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_23,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_23,test,T35ULA,44,23,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_24,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_24,test,T35ULA,44,24,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_25,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_25,test,T35ULA,44,25,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_26,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_26,test,T35ULA,44,26,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_27,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_27,test,T35ULA,44,27,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_28,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_28,test,T35ULA,44,28,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_29,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_29,test,T35ULA,44,29,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_30,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_30,test,T35ULA,44,30,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_31,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_31,test,T35ULA,44,31,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_32,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_32,test,T35ULA,44,32,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_33,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_33,test,T35ULA,44,33,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_34,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_34,test,T35ULA,44,34,"Arable land|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_35,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_35,test,T35ULA,44,35,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_36,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_36,test,T35ULA,44,36,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_37,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_37,test,T35ULA,44,37,"Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
